pr_id,pr_url,repo_full_name,agent,created_at,merged_at,n_dependency_changes,pr_type,manifest_paths,tool_evidence
codekaa1ciu1/directgraph-engine#2,https://github.com/codekaa1ciu1/directgraph-engine/pull/2,codekaa1ciu1/directgraph-engine,copilot,2026-04-20T03:23:29Z,,7,new_runtime_dependency,requirements.txt,aidev_agent:copilot
yv4199846-dev/Yuvraj#2,https://github.com/yv4199846-dev/Yuvraj/pull/2,yv4199846-dev/Yuvraj,copilot,2026-04-26T17:26:47Z,,3,new_runtime_dependency,webapp/requirements.txt,aidev_agent:copilot
shawnzhou17/shawnzhou#1,https://github.com/shawnzhou17/shawnzhou/pull/1,shawnzhou17/shawnzhou,copilot,2026-05-06T17:24:26Z,,16,new_runtime_dependency,backend/requirements.txt,aidev_agent:copilot
Abhibhoo/Helmet-Violation-Detection-Using-YOLO-and-VGG16#1,https://github.com/Abhibhoo/Helmet-Violation-Detection-Using-YOLO-and-VGG16/pull/1,Abhibhoo/Helmet-Violation-Detection-Using-YOLO-and-VGG16,copilot,2026-03-31T06:03:09Z,,10,new_runtime_dependency,requirements.txt,aidev_agent:copilot
manuhostin/sitejumperbd#5,https://github.com/manuhostin/sitejumperbd/pull/5,manuhostin/sitejumperbd,copilot,2026-04-23T16:44:58Z,,2,new_runtime_dependency,requirements.txt,aidev_agent:copilot
TaoJeffer/What-a-wonderful-world#3,https://github.com/TaoJeffer/What-a-wonderful-world/pull/3,TaoJeffer/What-a-wonderful-world,copilot,2026-04-09T05:42:13Z,,2,new_runtime_dependency,xiaohongshu/requirements.txt,aidev_agent:copilot
riteshlokeshreddy/auxetic-tank-generator#1,https://github.com/riteshlokeshreddy/auxetic-tank-generator/pull/1,riteshlokeshreddy/auxetic-tank-generator,copilot,2026-04-26T15:34:03Z,,3,new_runtime_dependency,requirements.txt,aidev_agent:copilot
ealvesjr90/fiap-demo-cicd-terraform-oci#12,https://github.com/ealvesjr90/fiap-demo-cicd-terraform-oci/pull/12,ealvesjr90/fiap-demo-cicd-terraform-oci,copilot,2026-03-20T20:33:33Z,,2,version_change_only,flag-service/requirements.txt|targeting-service/requirements.txt,aidev_agent:copilot
CanopySimulations/canopy-python-examples#6,https://github.com/CanopySimulations/canopy-python-examples/pull/6,CanopySimulations/canopy-python-examples,copilot,2026-04-27T12:15:28Z,,1,version_change_only,requirements.txt,aidev_agent:copilot
Think-Gleam/AgriSage_Agent#1,https://github.com/Think-Gleam/AgriSage_Agent/pull/1,Think-Gleam/AgriSage_Agent,copilot,2026-04-29T15:52:23Z,,9,new_runtime_dependency,requirements.txt,aidev_agent:copilot
bhattunagavenkateshraju-blip/skills-introduction-to-github#5,https://github.com/bhattunagavenkateshraju-blip/skills-introduction-to-github/pull/5,bhattunagavenkateshraju-blip/skills-introduction-to-github,copilot,2026-06-10T13:38:30Z,,1,new_runtime_dependency,student_management_system/requirements.txt,aidev_agent:copilot
gupta-gouri/Interview_Rejection_Analysis#4,https://github.com/gupta-gouri/Interview_Rejection_Analysis/pull/4,gupta-gouri/Interview_Rejection_Analysis,copilot,2026-04-18T14:58:15Z,,6,new_runtime_dependency,backend/requirements.txt|requirements.txt,aidev_agent:copilot
prathamc00/DeepGuard#1,https://github.com/prathamc00/DeepGuard/pull/1,prathamc00/DeepGuard,copilot,2026-03-04T20:35:05Z,,27,new_runtime_dependency,requirements.txt,aidev_agent:copilot
xta7529/FileCrawler#1,https://github.com/xta7529/FileCrawler/pull/1,xta7529/FileCrawler,copilot,2026-01-12T16:48:20Z,,8,new_runtime_dependency,requirements.txt,aidev_agent:copilot
harunraseed/Event_Flow_Project#4,https://github.com/harunraseed/Event_Flow_Project/pull/4,harunraseed/Event_Flow_Project,copilot,2025-11-10T17:25:04Z,,19,new_runtime_dependency,requirements.txt,aidev_agent:copilot
rock4007/cyber-gurad-ai-telegram#1,https://github.com/rock4007/cyber-gurad-ai-telegram/pull/1,rock4007/cyber-gurad-ai-telegram,copilot,2026-04-11T19:53:43Z,,10,new_runtime_dependency,requirements.txt,aidev_agent:copilot
Vijayapardhu/Prayanam#1,https://github.com/Vijayapardhu/Prayanam/pull/1,Vijayapardhu/Prayanam,copilot,2025-10-12T03:05:55Z,,3,new_runtime_dependency,requirements-render.txt|requirements.txt,aidev_agent:copilot
tatumofjermiah-sudo/Journey-#2,https://github.com/tatumofjermiah-sudo/Journey-/pull/2,tatumofjermiah-sudo/Journey-,copilot,2026-03-31T18:38:43Z,,1,new_runtime_dependency,requirements.txt,aidev_agent:copilot
messa/logline#8,https://github.com/messa/logline/pull/8,messa/logline,copilot,2026-06-02T10:45:41Z,,2,new_runtime_dependency,agent/pyproject.toml|server/pyproject.toml,aidev_agent:copilot
HothIndustries/tyler-test#68,https://github.com/HothIndustries/tyler-test/pull/68,HothIndustries/tyler-test,copilot,2026-06-09T22:56:26Z,,2,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
EdelweissFE/Buzzard#3,https://github.com/EdelweissFE/Buzzard/pull/3,EdelweissFE/Buzzard,copilot,2026-03-27T23:52:40Z,,6,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
plammens/loveletter#38,https://github.com/plammens/loveletter/pull/38,plammens/loveletter,copilot,2026-05-23T16:10:50Z,,19,mixed,pyproject.toml|requirements.txt,aidev_agent:copilot
DataHerb/dataherb-python#25,https://github.com/DataHerb/dataherb-python/pull/25,DataHerb/dataherb-python,copilot,2026-05-21T10:05:28Z,,56,mixed,pyproject.toml|requirements.docs.txt|requirements.serve.txt|requirements.txt,aidev_agent:copilot
affeldt-aist/ssrmint#7,https://github.com/affeldt-aist/ssrmint/pull/7,affeldt-aist/ssrmint,copilot,2026-02-09T12:27:42Z,,1,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
andreihicatilooo-droid/nboxme#1,https://github.com/andreihicatilooo-droid/nboxme/pull/1,andreihicatilooo-droid/nboxme,copilot,2026-03-30T21:05:26Z,,5,mixed,pyproject.toml,aidev_agent:copilot
Jacquesngw1/Neuralis-Black-Geo-Tool#2,https://github.com/Jacquesngw1/Neuralis-Black-Geo-Tool/pull/2,Jacquesngw1/Neuralis-Black-Geo-Tool,copilot,2026-04-15T07:59:04Z,,3,mixed,pyproject.toml,aidev_agent:copilot
pyspextool/pyspextool#373,https://github.com/pyspextool/pyspextool/pull/373,pyspextool/pyspextool,copilot,2026-05-30T18:50:17Z,,1,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
Azure/azure-sdk-for-python#45336,https://github.com/Azure/azure-sdk-for-python/pull/45336,Azure/azure-sdk-for-python,copilot,2026-02-24T18:56:38Z,,275,new_runtime_dependency,eng/tools/azure-sdk-tools/packaging_tools/templates/packaging_files/pyproject.toml|sdk/advisor/azure-mgmt-advisor/pyproject.toml|sdk/advisor/azure-mgmt-advisor/setup.py|sdk/agrifood/azure-agrifood-farming/pyproject.toml|sdk/agrifood/azure-agrifood-farming/setup.py|sdk/agrifood/azure-mgmt-agrifood/pyproject.toml|sdk/agrifood/azure-mgmt-agrifood/setup.py|sdk/ai/azure-ai-agents/pyproject.toml|sdk/ai/azure-ai-agents/setup.py|sdk/ai/azure-ai-inference/pyproject.toml|sdk/ai/azure-ai-inference/setup.py|sdk/aks/azure-mgmt-devspaces/pyproject.toml|sdk/aks/azure-mgmt-devspaces/setup.py|sdk/alertsmanagement/azure-mgmt-alertsmanagement/pyproject.toml|sdk/alertsmanagement/azure-mgmt-alertsmanagement/setup.py|sdk/anomalydetector/azure-ai-anomalydetector/pyproject.toml|sdk/anomalydetector/azure-ai-anomalydetector/setup.py|sdk/apicenter/azure-mgmt-apicenter/pyproject.toml|sdk/apicenter/azure-mgmt-apicenter/setup.py|sdk/apimanagement/azure-mgmt-apimanagement/pyproject.toml|sdk/apimanagement/azure-mgmt-apimanagement/setup.py|sdk/app/azure-mgmt-app/pyproject.toml|sdk/app/azure-mgmt-app/setup.py|sdk/appcomplianceautomation/azure-mgmt-appcomplianceautomation/pyproject.toml|sdk/appcomplianceautomation/azure-mgmt-appcomplianceautomation/setup.py|sdk/appconfiguration/azure-appconfiguration-provider/pyproject.toml|sdk/appconfiguration/azure-appconfiguration-provider/setup.py|sdk/appconfiguration/azure-appconfiguration/pyproject.toml|sdk/appconfiguration/azure-appconfiguration/setup.py|sdk/applicationinsights/azure-mgmt-applicationinsights/pyproject.toml|sdk/applicationinsights/azure-mgmt-applicationinsights/setup.py|sdk/appplatform/azure-mgmt-appplatform/pyproject.toml|sdk/appplatform/azure-mgmt-appplatform/setup.py|sdk/arizeaiobservabilityeval/azure-mgmt-arizeaiobservabilityeval/pyproject.toml|sdk/arizeaiobservabilityeval/azure-mgmt-arizeaiobservabilityeval/setup.py|sdk/astro/azure-mgmt-astro/pyproject.toml|sdk/astro/azure-mgmt-astro/setup.py|sdk/attestation/azure-mgmt-attestation/pyproject.toml|sdk/attestation/azure-mgmt-attestation/setup.py|sdk/attestation/azure-security-attestation/pyproject.toml|sdk/authorization/azure-mgmt-authorization/pyproject.toml|sdk/authorization/azure-mgmt-authorization/setup.py|sdk/automanage/azure-mgmt-automanage/pyproject.toml|sdk/automanage/azure-mgmt-automanage/setup.py|sdk/automation/azure-mgmt-automation/pyproject.toml|sdk/automation/azure-mgmt-automation/setup.py|sdk/azurearcdata/azure-mgmt-azurearcdata/pyproject.toml|sdk/azurearcdata/azure-mgmt-azurearcdata/setup.py|sdk/azurestack/azure-mgmt-azurestack/pyproject.toml|sdk/azurestack/azure-mgmt-azurestack/setup.py|sdk/azurestackhci/azure-mgmt-azurestackhci/pyproject.toml|sdk/azurestackhci/azure-mgmt-azurestackhci/setup.py|sdk/azurestackhci/azure-mgmt-azurestackhcivm/pyproject.toml|sdk/azurestackhci/azure-mgmt-azurestackhcivm/setup.py|sdk/baremetalinfrastructure/azure-mgmt-baremetalinfrastructure/pyproject.toml|sdk/baremetalinfrastructure/azure-mgmt-baremetalinfrastructure/setup.py|sdk/batch/azure-batch/pyproject.toml|sdk/batch/azure-mgmt-batch/pyproject.toml|sdk/batch/azure-mgmt-batch/setup.py|sdk/billing/azure-mgmt-billing/pyproject.toml|sdk/billing/azure-mgmt-billing/setup.py|sdk/billingbenefits/azure-mgmt-billingbenefits/pyproject.toml|sdk/billingbenefits/azure-mgmt-billingbenefits/setup.py|sdk/botservice/azure-mgmt-botservice/pyproject.toml|sdk/botservice/azure-mgmt-botservice/setup.py|sdk/carbonoptimization/azure-mgmt-carbonoptimization/pyproject.toml,aidev_agent:copilot
gnome-keysign/gnome-keysign#125,https://github.com/gnome-keysign/gnome-keysign/pull/125,gnome-keysign/gnome-keysign,copilot,2026-02-11T22:53:30Z,,6,new_runtime_dependency,pyproject.toml|setup.py,aidev_agent:copilot
mensch72/empo#175,https://github.com/mensch72/empo/pull/175,mensch72/empo,copilot,2026-04-28T13:55:13Z,,27,mixed,pyproject.toml,aidev_agent:copilot
dream5son/vih#18,https://github.com/dream5son/vih/pull/18,dream5son/vih,copilot,2026-03-06T06:56:10Z,,1,new_runtime_dependency,backend/pyproject.toml,aidev_agent:copilot
infinityofspace/certbot_dns_porkbun#131,https://github.com/infinityofspace/certbot_dns_porkbun/pull/131,infinityofspace/certbot_dns_porkbun,copilot,2026-02-01T21:38:21Z,,23,mixed,pyproject.toml|requirements-dev.txt|requirements.txt|setup.py,aidev_agent:copilot
logicalpath/photomanage#43,https://github.com/logicalpath/photomanage/pull/43,logicalpath/photomanage,copilot,2026-05-29T20:26:06Z,,1,version_change_only,pyproject.toml,aidev_agent:copilot
kserve/kserve#5627,https://github.com/kserve/kserve/pull/5627,kserve/kserve,copilot,2026-06-03T13:44:27Z,,2,new_runtime_dependency,python/storage/pyproject.toml,aidev_agent:copilot
DuncanCSt/CHORD_Sensitivity#1,https://github.com/DuncanCSt/CHORD_Sensitivity/pull/1,DuncanCSt/CHORD_Sensitivity,copilot,2026-01-08T18:08:34Z,,7,mixed,pyproject.toml,aidev_agent:copilot
evyatarmichlis/placenta_detection#1,https://github.com/evyatarmichlis/placenta_detection/pull/1,evyatarmichlis/placenta_detection,copilot,2026-02-22T09:11:10Z,,22,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
StevenMaude/messytables#2,https://github.com/StevenMaude/messytables/pull/2,StevenMaude/messytables,copilot,2026-03-11T00:24:09Z,,27,mixed,pyproject.toml|requirements-test.txt|setup.py,aidev_agent:copilot
AmbushData/AI_setup#7,https://github.com/AmbushData/AI_setup/pull/7,AmbushData/AI_setup,copilot,2026-01-25T13:35:38Z,,3,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
jimwhite/tlaplus_jupyter#1,https://github.com/jimwhite/tlaplus_jupyter/pull/1,jimwhite/tlaplus_jupyter,copilot,2026-06-10T18:20:24Z,,10,mixed,pyproject.toml|setup.py,aidev_agent:copilot
vancesteven/PlanetProfile#64,https://github.com/vancesteven/PlanetProfile/pull/64,vancesteven/PlanetProfile,copilot,2026-01-14T00:18:27Z,,12,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
Azure/azure-sdk-for-python#45519,https://github.com/Azure/azure-sdk-for-python/pull/45519,Azure/azure-sdk-for-python,copilot,2026-03-04T21:32:57Z,,24,new_runtime_dependency,sdk/agrifood/azure-agrifood-farming/pyproject.toml|sdk/agrifood/azure-agrifood-farming/setup.py|sdk/ai/azure-ai-agents/pyproject.toml|sdk/ai/azure-ai-agents/setup.py|sdk/anomalydetector/azure-ai-anomalydetector/pyproject.toml|sdk/anomalydetector/azure-ai-anomalydetector/setup.py|sdk/contentsafety/azure-ai-contentsafety/pyproject.toml|sdk/contentsafety/azure-ai-contentsafety/setup.py|sdk/nspkg/azure-agrifood-nspkg/pyproject.toml|sdk/nspkg/azure-agrifood-nspkg/setup.py,aidev_agent:copilot
Jebel-Quant/rhiza#838,https://github.com/Jebel-Quant/rhiza/pull/838,Jebel-Quant/rhiza,copilot,2026-03-13T08:57:44Z,,1,new_runtime_dependency,.rhiza/requirements/tools.txt,aidev_agent:copilot
StevenMaude/messytables#3,https://github.com/StevenMaude/messytables/pull/3,StevenMaude/messytables,copilot,2026-03-11T11:38:01Z,,26,mixed,pyproject.toml|requirements-test.txt|setup.py,aidev_agent:copilot
Azure/azure-sdk-for-python#42406,https://github.com/Azure/azure-sdk-for-python/pull/42406,Azure/azure-sdk-for-python,copilot,2025-08-07T16:37:32Z,,4,new_runtime_dependency,sdk/cosmos/azure-cosmos/pyproject.toml|sdk/cosmos/azure-cosmos/setup.py,aidev_agent:copilot
theshashank1/TESH-Query#25,https://github.com/theshashank1/TESH-Query/pull/25,theshashank1/TESH-Query,copilot,2026-02-25T10:18:36Z,,30,mixed,pyproject.toml,aidev_agent:copilot
JoseJuan98/vllm-experiments#1,https://github.com/JoseJuan98/vllm-experiments/pull/1,JoseJuan98/vllm-experiments,copilot,2026-02-10T20:31:33Z,,10,mixed,pyproject.toml,aidev_agent:copilot
github/copilot-sdk#1663,https://github.com/github/copilot-sdk/pull/1663,github/copilot-sdk,copilot,2026-06-13T14:34:33Z,,3,new_runtime_dependency,python/pyproject.toml,aidev_agent:copilot
garyjyao1/langgraph-example#1,https://github.com/garyjyao1/langgraph-example/pull/1,garyjyao1/langgraph-example,copilot,2026-04-18T11:40:11Z,,43,mixed,langgraph/pyproject.toml|pydantic-ai/pyproject.toml|pyproject.toml|shared/pyproject.toml,aidev_agent:copilot
BgDaniel/wealthplan-dp#2,https://github.com/BgDaniel/wealthplan-dp/pull/2,BgDaniel/wealthplan-dp,copilot,2025-11-02T12:14:54Z,,4,mixed,pyproject.toml,aidev_agent:copilot
NetQIR/netqmpi#11,https://github.com/NetQIR/netqmpi/pull/11,NetQIR/netqmpi,copilot,2026-02-17T17:30:19Z,,4,new_runtime_dependency,pyproject.toml|setup.py,aidev_agent:copilot
xianyu-sheng/omniagent#1,https://github.com/xianyu-sheng/omniagent/pull/1,xianyu-sheng/omniagent,copilot,2026-06-12T14:31:42Z,,1,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
jmwilson2019/raspiarduninoAI#4,https://github.com/jmwilson2019/raspiarduninoAI/pull/4,jmwilson2019/raspiarduninoAI,copilot,2026-06-11T14:06:33Z,,2,new_runtime_dependency,requirements.txt,aidev_agent:copilot
Azure/azure-sdk-for-python#42411,https://github.com/Azure/azure-sdk-for-python/pull/42411,Azure/azure-sdk-for-python,copilot,2025-08-07T20:09:20Z,,31,mixed,sdk/storage/azure-storage-blob-changefeed/pyproject.toml|sdk/storage/azure-storage-blob-changefeed/setup.py|sdk/storage/azure-storage-blob/pyproject.toml|sdk/storage/azure-storage-blob/setup.py|sdk/storage/azure-storage-file-datalake/pyproject.toml|sdk/storage/azure-storage-file-datalake/setup.py|sdk/storage/azure-storage-file-share/pyproject.toml|sdk/storage/azure-storage-file-share/setup.py|sdk/storage/azure-storage-queue/pyproject.toml|sdk/storage/azure-storage-queue/setup.py,aidev_agent:copilot
Refactron-ai/Refactron_lib#55,https://github.com/Refactron-ai/Refactron_lib/pull/55,Refactron-ai/Refactron_lib,copilot,2025-12-18T05:53:03Z,,10,mixed,pyproject.toml|requirements-dev.txt,aidev_agent:copilot
Brayman30/Data-Retrevial-Script#5,https://github.com/Brayman30/Data-Retrevial-Script/pull/5,Brayman30/Data-Retrevial-Script,copilot,2026-04-15T22:10:55Z,,2,version_change_only,pyproject.toml,aidev_agent:copilot
HothIndustries/tyler-fresh-pyproject#25,https://github.com/HothIndustries/tyler-fresh-pyproject/pull/25,HothIndustries/tyler-fresh-pyproject,copilot,2026-06-11T23:57:32Z,,1,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
Francesco-conte/Productivity_app#3,https://github.com/Francesco-conte/Productivity_app/pull/3,Francesco-conte/Productivity_app,copilot,2026-03-11T09:32:10Z,,1,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
johnelhagar/ai-quant-trader#2,https://github.com/johnelhagar/ai-quant-trader/pull/2,johnelhagar/ai-quant-trader,copilot,2026-03-13T18:13:02Z,,9,new_runtime_dependency,autoresearch/pyproject.toml,aidev_agent:copilot
stevenstetzler/assist#1,https://github.com/stevenstetzler/assist/pull/1,stevenstetzler/assist,copilot,2026-04-06T19:17:46Z,,1,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
guiwitz/napari-serialcellpose#19,https://github.com/guiwitz/napari-serialcellpose/pull/19,guiwitz/napari-serialcellpose,copilot,2025-11-28T07:11:38Z,,2,mixed,pyproject.toml|setup.cfg,aidev_agent:copilot
guiwitz/napari-serialcellpose#18,https://github.com/guiwitz/napari-serialcellpose/pull/18,guiwitz/napari-serialcellpose,copilot,2025-11-28T07:07:15Z,,2,mixed,pyproject.toml|setup.cfg,aidev_agent:copilot
scrapinghub/shub#472,https://github.com/scrapinghub/shub/pull/472,scrapinghub/shub,copilot,2026-04-21T12:18:59Z,,1,version_change_only,setup.py,aidev_agent:copilot
CADS-GmbH/CodePreviewProject#1,https://github.com/CADS-GmbH/CodePreviewProject/pull/1,CADS-GmbH/CodePreviewProject,copilot,2026-05-20T07:20:51Z,,2,new_runtime_dependency,squish-mcp/requirements.txt,aidev_agent:copilot
kmedian/thermoencoder#10,https://github.com/kmedian/thermoencoder/pull/10,kmedian/thermoencoder,copilot,2026-04-10T07:54:29Z,,8,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
muka-dev/cosinnus-core#1,https://github.com/muka-dev/cosinnus-core/pull/1,muka-dev/cosinnus-core,copilot,2025-11-20T23:17:24Z,,78,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
canonical/canonicalwebteam.launchpad#56,https://github.com/canonical/canonicalwebteam.launchpad/pull/56,canonical/canonicalwebteam.launchpad,copilot,2026-02-05T19:19:39Z,,1,version_change_only,setup.py,aidev_agent:copilot
djmahe4/notebooklm-py#1,https://github.com/djmahe4/notebooklm-py/pull/1,djmahe4/notebooklm-py,copilot,2026-04-24T04:20:56Z,,18,mixed,pyproject.toml,aidev_agent:copilot
sylocftu/hexapod#1,https://github.com/sylocftu/hexapod/pull/1,sylocftu/hexapod,copilot,2026-04-21T06:58:41Z,,25,new_runtime_dependency,software/requirements.txt|software/setup.py,aidev_agent:copilot
Qucanft/Qucanft#3,https://github.com/Qucanft/Qucanft/pull/3,Qucanft/Qucanft,copilot,2025-07-14T16:06:11Z,,5,new_runtime_dependency,setup.py,aidev_agent:copilot
jomichaelis/pycimg#1,https://github.com/jomichaelis/pycimg/pull/1,jomichaelis/pycimg,copilot,2026-03-17T15:58:43Z,,2,version_change_only,requirements.txt,aidev_agent:copilot
MathieuAlex/Conception-d-une-Interface-Homme-Machines-Contr-les-par-des-gestes#1,https://github.com/MathieuAlex/Conception-d-une-Interface-Homme-Machines-Contr-les-par-des-gestes/pull/1,MathieuAlex/Conception-d-une-Interface-Homme-Machines-Contr-les-par-des-gestes,copilot,2026-04-28T08:57:58Z,,6,new_runtime_dependency,requirements.txt,aidev_agent:copilot
Azure/azure-cli#33466,https://github.com/Azure/azure-cli/pull/33466,Azure/azure-cli,copilot,2026-05-28T10:08:17Z,,4,new_runtime_dependency,src/azure-cli/requirements.py3.Darwin.txt|src/azure-cli/requirements.py3.Linux.txt|src/azure-cli/requirements.py3.windows.txt|src/azure-cli/setup.py,aidev_agent:copilot
phantonbasang/AI_Medical_Agent#1,https://github.com/phantonbasang/AI_Medical_Agent/pull/1,phantonbasang/AI_Medical_Agent,copilot,2026-05-29T06:13:03Z,,38,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
PraveenGanapathy/OpenLogiWindows#1,https://github.com/PraveenGanapathy/OpenLogiWindows/pull/1,PraveenGanapathy/OpenLogiWindows,copilot,2026-06-08T13:46:15Z,,8,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
luk6xff/Packt-Publishing-Free-Learning#213,https://github.com/luk6xff/Packt-Publishing-Free-Learning/pull/213,luk6xff/Packt-Publishing-Free-Learning,copilot,2026-06-07T01:28:03Z,,2,new_runtime_dependency,setup.py,aidev_agent:copilot
Runvargr/csv-to-text-formatter-#1,https://github.com/Runvargr/csv-to-text-formatter-/pull/1,Runvargr/csv-to-text-formatter-,copilot,2026-04-09T21:19:01Z,,3,new_runtime_dependency,requirements.txt,aidev_agent:copilot
rstedman01/psiresp#1,https://github.com/rstedman01/psiresp/pull/1,rstedman01/psiresp,copilot,2026-04-17T15:01:37Z,,6,mixed,pyproject.toml|setup.py,aidev_agent:copilot
Jonathan-Pearce/calibration-toolbox#6,https://github.com/Jonathan-Pearce/calibration-toolbox/pull/6,Jonathan-Pearce/calibration-toolbox,copilot,2026-02-24T23:27:01Z,,24,mixed,pyproject.toml|requirements-dev.txt|requirements.txt,aidev_agent:copilot
datthornton/isrms#1,https://github.com/datthornton/isrms/pull/1,datthornton/isrms,copilot,2026-05-01T15:38:08Z,,41,mixed,packages/intelligence-analysis/python/pyproject.toml|packages/intelligence-analysis/python/requirements.txt|packages/intelligence-analysis/python/setup.py|packages/monte-carlo-simulations/python/pyproject.toml,aidev_agent:copilot
diyavol76/Skill-Manager#1,https://github.com/diyavol76/Skill-Manager/pull/1,diyavol76/Skill-Manager,copilot,2026-05-04T08:48:02Z,,1,new_runtime_dependency,requirements.txt,aidev_agent:copilot
qiqilelebaobao/EasyWhitelist#8,https://github.com/qiqilelebaobao/EasyWhitelist/pull/8,qiqilelebaobao/EasyWhitelist,copilot,2026-03-04T09:00:14Z,,3,new_runtime_dependency,setup.cfg,aidev_agent:copilot
IntegerAlex/kakashi#7,https://github.com/IntegerAlex/kakashi/pull/7,IntegerAlex/kakashi,copilot,2026-03-17T18:45:30Z,,14,new_runtime_dependency,setup.py,aidev_agent:copilot
cpmcnamara/coursera#3,https://github.com/cpmcnamara/coursera/pull/3,cpmcnamara/coursera,copilot,2026-02-04T23:18:16Z,,1,new_runtime_dependency,requirements.txt,aidev_agent:copilot
MichaelSucSuc/SDTeoRAY_Practica2#1,https://github.com/MichaelSucSuc/SDTeoRAY_Practica2/pull/1,MichaelSucSuc/SDTeoRAY_Practica2,copilot,2026-06-05T15:19:12Z,,5,new_runtime_dependency,requirements.txt,aidev_agent:copilot
AkeBoss-tech/PassioGo#1,https://github.com/AkeBoss-tech/PassioGo/pull/1,AkeBoss-tech/PassioGo,copilot,2026-01-29T19:43:24Z,,2,new_runtime_dependency,pyproject.toml,aidev_agent:copilot
kaist-ami/prompt-probing#1,https://github.com/kaist-ami/prompt-probing/pull/1,kaist-ami/prompt-probing,copilot,2026-05-15T08:38:03Z,,24,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
Soil-Science-AI-Lab/sed_to_csv#1,https://github.com/Soil-Science-AI-Lab/sed_to_csv/pull/1,Soil-Science-AI-Lab/sed_to_csv,copilot,2026-04-09T20:30:00Z,,4,new_runtime_dependency,pyproject.toml|requirements.txt,aidev_agent:copilot
Rajendar-Muddasani-2/Wafer-Yield-Intelligence#2,https://github.com/Rajendar-Muddasani-2/Wafer-Yield-Intelligence/pull/2,Rajendar-Muddasani-2/Wafer-Yield-Intelligence,copilot,2026-04-01T12:12:29Z,,2,new_runtime_dependency,requirements.txt,aidev_agent:copilot
iammahdali123/social-media-competitor-analysis#1,https://github.com/iammahdali123/social-media-competitor-analysis/pull/1,iammahdali123/social-media-competitor-analysis,copilot,2026-04-28T04:56:28Z,,10,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
Sib-asian/apex-black-box-v40-python#1,https://github.com/Sib-asian/apex-black-box-v40-python/pull/1,Sib-asian/apex-black-box-v40-python,copilot,2026-03-17T14:35:27Z,,10,new_runtime_dependency,requirements.txt,aidev_agent:copilot
Revolutionno/Chip-IVT#2,https://github.com/Revolutionno/Chip-IVT/pull/2,Revolutionno/Chip-IVT,copilot,2026-04-08T20:29:18Z,,1,new_runtime_dependency,setup.py,aidev_agent:copilot
dressamamin/agent#1,https://github.com/dressamamin/agent/pull/1,dressamamin/agent,copilot,2026-05-16T04:02:10Z,,1,new_runtime_dependency,requirements.txt,aidev_agent:copilot
StevenMaude/__autoversion__#1,https://github.com/StevenMaude/__autoversion__/pull/1,StevenMaude/__autoversion__,copilot,2026-03-13T02:11:28Z,,2,dev_dependency_only,pyproject.toml,aidev_agent:copilot
riparino/pyCaOptics#7,https://github.com/riparino/pyCaOptics/pull/7,riparino/pyCaOptics,copilot,2026-04-12T15:51:40Z,,3,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
aicorn/SandboxCLI#2,https://github.com/aicorn/SandboxCLI/pull/2,aicorn/SandboxCLI,copilot,2026-04-08T05:51:39Z,,6,dev_dependency_only,requirements-dev.txt,aidev_agent:copilot
abrahamkoloboe27/airflow-utils-templates#8,https://github.com/abrahamkoloboe27/airflow-utils-templates/pull/8,abrahamkoloboe27/airflow-utils-templates,copilot,2026-03-11T17:18:28Z,,16,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
kirayuan/magicglass#2,https://github.com/kirayuan/magicglass/pull/2,kirayuan/magicglass,copilot,2026-03-26T16:08:30Z,,6,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
Buzzbbb/video-stego-flow#1,https://github.com/Buzzbbb/video-stego-flow/pull/1,Buzzbbb/video-stego-flow,copilot,2026-05-10T14:20:13Z,,8,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
DecawDevonn/open-claw#5,https://github.com/DecawDevonn/open-claw/pull/5,DecawDevonn/open-claw,copilot,2026-04-01T21:48:58Z,,32,new_runtime_dependency,requirements.txt|setup.cfg|setup.py,aidev_agent:copilot
Joy123123123/my-personal-assistant#1,https://github.com/Joy123123123/my-personal-assistant/pull/1,Joy123123123/my-personal-assistant,copilot,2026-04-02T13:23:17Z,,3,new_runtime_dependency,requirements.txt|setup.py,aidev_agent:copilot
