change_id,pr_id,repo,created_at,package_name,pinned_version,change_type,label_primary,label_secondary,label_confidence,evidence_source,evidence_note
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::ormsgpack::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,ormsgpack,1.12.2,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::ortools::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,ortools,9.12.4544,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::overrides::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,overrides,7.7.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::packaging::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,packaging,26.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pandas::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pandas,2.3.3,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::passlib::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,passlib,1.7.4,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pathspec::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pathspec,1.0.4,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pdfminer-six::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pdfminer-six,20251230,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pdfplumber::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pdfplumber,0.11.9,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pillow::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pillow,12.2.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pinecone-client::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pinecone-client,3.2.2,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::platformdirs::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,platformdirs,4.9.6,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pluggy::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pluggy,1.6.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::portalocker::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,portalocker,2.7.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::postgrest::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,postgrest,2.28.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::posthog::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,posthog,5.4.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::primp::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,primp,1.2.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::prometheus-client::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,prometheus-client,0.25.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::propcache::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,propcache,0.4.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::proto-plus::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,proto-plus,1.27.2,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::protobuf::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,protobuf,5.29.6,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyasn1::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyasn1,0.6.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyasn1-modules::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyasn1-modules,0.4.2,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pybase64::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pybase64,1.4.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pycparser::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pycparser,3.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pydantic::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pydantic,2.13.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pydantic-core::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pydantic-core,2.46.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pydantic-settings::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pydantic-settings,2.14.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pygments::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pygments,2.20.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyiceberg::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyiceberg,0.11.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyjwt::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyjwt,2.12.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyparsing::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyparsing,3.3.2,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pypdfium2::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pypdfium2,5.7.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pypika::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pypika,0.51.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyproject-hooks::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyproject-hooks,1.2.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyroaring::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyroaring,1.0.4,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pytest::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pytest,9.0.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pytest-asyncio::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pytest-asyncio,1.3.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pytest-cov::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pytest-cov,7.1.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::python-dateutil::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,python-dateutil,2.9.0.post0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::python-dotenv::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,python-dotenv,1.2.2,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::python-multipart::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,python-multipart,0.0.26,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pytz::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pytz,2026.1.post1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::pyyaml::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,pyyaml,6.0.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::razorpay::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,razorpay,2.0.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::realtime::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,realtime,2.28.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::redis::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,redis,5.3.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::referencing::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,referencing,0.37.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::regex::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,regex,2026.4.4,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::requests::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,requests,2.33.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::requests-oauthlib::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,requests-oauthlib,2.0.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::requests-toolbelt::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,requests-toolbelt,1.0.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::rich::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,rich,14.3.4,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::roman-numerals::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,roman-numerals,4.1.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::rpds-py::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,rpds-py,0.30.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::ruff::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,ruff,0.15.11,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::safetensors::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,safetensors,0.7.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::scikit-learn::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,scikit-learn,1.8.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::scipy::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,scipy,1.17.1,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sentence-transformers::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sentence-transformers,5.4.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sentry-sdk::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sentry-sdk,2.58.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::setuptools::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,setuptools,81.0.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::shellingham::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,shellingham,1.5.4,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::six::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,six,1.17.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sniffio::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sniffio,1.3.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::snowballstemmer::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,snowballstemmer,3.0.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::soupsieve::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,soupsieve,2.8.3,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sphinx::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sphinx,9.0.4,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sphinx-press-theme::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sphinx-press-theme,0.8.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sphinxcontrib-applehelp::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sphinxcontrib-applehelp,2.0.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sphinxcontrib-devhelp::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sphinxcontrib-devhelp,2.0.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sphinxcontrib-htmlhelp::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sphinxcontrib-htmlhelp,2.1.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sphinxcontrib-jsmath::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sphinxcontrib-jsmath,1.0.1,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8::apps/api/requirements.lock.txt::sphinxcontrib-qthelp::add,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026#8,Inayat-0007/teamgenie-ai-PRIVATE-PATENT-2026,2026-04-22T21:16:54Z,sphinxcontrib-qthelp,2.0.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
