change_id,package,version,pr_time,current,det_covering_prePR,det_covering_any,det_p3,verdict
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::dnspython::add,dnspython,2.8.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::email-validator::add,email-validator,2.3.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::emergentintegrations::add,emergentintegrations,0.1.0,2026-03-15T16:02:45Z,P1_NONEXISTENT_PACKAGE,,MAL-2026-2702,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::fastapi::add,fastapi,0.125.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::firebase-admin::add,firebase-admin,7.2.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::fastuuid::add,fastuuid,0.14.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::filelock::add,filelock,3.24.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::flake8::add,flake8,7.3.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::frozenlist::add,frozenlist,1.8.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::fsspec::add,fsspec,2026.2.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::google-ai-generativelanguage::add,google-ai-generativelanguage,0.6.15,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::google-api-core::add,google-api-core,2.29.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::google-api-python-client::add,google-api-python-client,2.190.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::google-auth::add,google-auth,2.49.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::google-auth-httplib2::add,google-auth-httplib2,0.3.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::google-genai::add,google-genai,1.63.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::google-generativeai::add,google-generativeai,0.8.6,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::googleapis-common-protos::add,googleapis-common-protos,1.72.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::grpcio::add,grpcio,1.78.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::grpcio-status::add,grpcio-status,1.71.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::h11::add,h11,0.16.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::hf-xet::add,hf-xet,1.2.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::httpcore::add,httpcore,1.0.9,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::httplib2::add,httplib2,0.31.2,2026-03-15T16:02:45Z,NONE,,PYSEC-2026-3444,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::httpx::add,httpx,0.28.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::huggingface-hub::add,huggingface_hub,1.4.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::idna::add,idna,3.11,2026-03-15T16:02:45Z,NONE,,GHSA-65pc-fj4g-8rjx;PYSEC-2026-215,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::importlib-metadata::add,importlib_metadata,8.7.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::iniconfig::add,iniconfig,2.3.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::isort::add,isort,7.0.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::jinja2::add,Jinja2,3.1.6,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::jiter::add,jiter,0.13.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::jmespath::add,jmespath,1.1.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::jq::add,jq,1.11.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::jsonschema::add,jsonschema,4.26.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::jsonschema-specifications::add,jsonschema-specifications,2025.9.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::librt::add,librt,0.8.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::litellm::add,litellm,1.80.0,2026-03-15T16:02:45Z,NONE,,GHSA-4xpc-pv4p-pm3w;GHSA-53mr-6c8q-9789;GHSA-69x8-hrgq-fjj8,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::markdown-it-py::add,markdown-it-py,4.0.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::markupsafe::add,MarkupSafe,3.0.3,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::mccabe::add,mccabe,0.7.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::mdurl::add,mdurl,0.1.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::motor::add,motor,3.3.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::multidict::add,multidict,6.7.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::mypy::add,mypy,1.19.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::mypy-extensions::add,mypy_extensions,1.1.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::numpy::add,numpy,2.4.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::oauthlib::add,oauthlib,3.3.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::openai::add,openai,1.99.9,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::packaging::add,packaging,26.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pandas::add,pandas,3.0.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::passlib::add,passlib,1.7.4,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pathspec::add,pathspec,1.0.4,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pillow::add,pillow,12.1.1,2026-03-15T16:02:45Z,P3_DIRECT_KNOWN_VULNERABILITY,,GHSA-5xmw-vc9v-4wf2;GHSA-pwv6-vv43-88gr;GHSA-r73j-pqj5-w3x7,False,FP(P3->NONE)
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::platformdirs::add,platformdirs,4.9.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pluggy::add,pluggy,1.6.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::propcache::add,propcache,0.4.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::proto-plus::add,proto-plus,1.27.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::protobuf::add,protobuf,5.29.6,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pyasn1::add,pyasn1,0.6.2,2026-03-15T16:02:45Z,NONE,,GHSA-jr27-m4p2-rc6r;PYSEC-2026-2263,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pyasn1-modules::add,pyasn1_modules,0.4.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pycodestyle::add,pycodestyle,2.14.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pycparser::add,pycparser,3.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pydantic::add,pydantic,2.12.5,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pydantic-core::add,pydantic_core,2.41.5,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pyflakes::add,pyflakes,3.4.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pygments::add,Pygments,2.19.2,2026-03-15T16:02:45Z,NONE,,GHSA-5239-wwwm-4pmq;PYSEC-2026-2987,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pyjwt::add,PyJWT,2.12.0,2026-03-15T16:02:45Z,NONE,,GHSA-993g-76c3-p5m4;GHSA-fhv5-28vv-h8m8;GHSA-jq35-7prp-9v3f,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pymongo::add,pymongo,4.5.0,2026-03-15T16:02:45Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-m87m-mmvp-v9qm,GHSA-m87m-mmvp-v9qm;PYSEC-2026-1826,True,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pyparsing::add,pyparsing,3.3.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pytest::add,pytest,9.0.2,2026-03-15T16:02:45Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-6w46-j5rx-g56g,GHSA-6w46-j5rx-g56g;PYSEC-2026-1845,True,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::python-dateutil::add,python-dateutil,2.9.0.post0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::python-dotenv::add,python-dotenv,1.2.1,2026-03-15T16:02:45Z,NONE,,GHSA-mf9w-mj56-hr94;PYSEC-2026-2270,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::python-multipart::add,python-multipart,0.0.22,2026-03-15T16:02:45Z,NONE,,GHSA-5rvq-cxj2-64vf;GHSA-6jv3-5f52-599m;GHSA-mj87-hwqh-73pj,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pytokens::add,pytokens,0.4.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::pyyaml::add,PyYAML,6.0.3,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::referencing::add,referencing,0.37.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::regex::add,regex,2026.1.15,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::requests::add,requests,2.32.5,2026-03-15T16:02:45Z,NONE,,GHSA-gc5v-m9x4-r6x2;PYSEC-2026-2275,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::requests-oauthlib::add,requests-oauthlib,2.0.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::rich::add,rich,14.3.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::rpds-py::add,rpds-py,0.30.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::rsa::add,rsa,4.9.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::s3transfer::add,s3transfer,0.16.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::s5cmd::add,s5cmd,0.2.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::shellingham::add,shellingham,1.5.4,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::six::add,six,1.17.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::sniffio::add,sniffio,1.3.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::starlette::add,starlette,0.49.1,2026-03-15T16:02:45Z,NONE,,GHSA-82w8-qh3p-5jfq;GHSA-86qp-5c8j-p5mr;GHSA-jp82-jpqv-5vv3,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::stripe::add,stripe,14.3.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::tenacity::add,tenacity,9.1.4,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::tiktoken::add,tiktoken,0.12.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::tokenizers::add,tokenizers,0.22.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::tqdm::add,tqdm,4.67.3,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::typer::add,typer,0.24.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::typer-slim::add,typer-slim,0.24.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::typing-inspection::add,typing-inspection,0.4.2,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::typing-extensions::add,typing_extensions,4.15.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::tzdata::add,tzdata,2025.3,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::uritemplate::add,uritemplate,4.2.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::urllib3::add,urllib3,2.6.3,2026-03-15T16:02:45Z,NONE,,GHSA-mf9v-mfxr-j63j;GHSA-qccp-gfcp-xxvc;PYSEC-2026-141,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::uvicorn::add,uvicorn,0.25.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::watchfiles::add,watchfiles,1.1.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::websockets::add,websockets,15.0.1,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::yarl::add,yarl,1.22.0,2026-03-15T16:02:45Z,NONE,,,False,same
Amartya2001-droid/campus-safety-hub#1::backend/requirements.txt::zipp::add,zipp,3.23.0,2026-03-15T16:02:45Z,NONE,,,False,same
kafaat/sahool-unified-v15-idp#1427::apps/services/ai-advisor/requirements.txt::langchain::version_change,langchain,1.2.0,2026-03-31T16:50:55Z,NONE,,GHSA-gr75-jv2w-4656;PYSEC-2026-2192,False,same
kafaat/sahool-unified-v15-idp#1427::apps/services/ai-advisor/requirements.txt::langchain-anthropic::version_change,langchain-anthropic,1.3.5,2026-03-31T16:50:55Z,NONE,,GHSA-gr75-jv2w-4656;PYSEC-2026-2556,False,same
kafaat/sahool-unified-v15-idp#1427::apps/services/ai-advisor/requirements.txt::langchain-community::version_change,langchain-community,0.4.0,2026-03-31T16:50:55Z,P2_INVALID_VERSION_SPEC,,,False,same
kafaat/sahool-unified-v15-idp#1427::docker/constraints-ai.txt::langchain::version_change,langchain,1.2.0,2026-03-31T16:50:55Z,NONE,,GHSA-gr75-jv2w-4656;PYSEC-2026-2192,False,same
albertlewisvicentine-cell/SBM-Harness#24::pyproject.toml::numpy::add,numpy,2.1.3,2026-05-30T08:24:26Z,NONE,,,False,same
albertlewisvicentine-cell/SBM-Harness#24::requirements.txt::numpy::add,numpy,2.1.3,2026-05-30T08:24:26Z,NONE,,,False,same
Tairi-Hatakeyama/2026-Github-Copilot-Workshop-Python#31::1.pomodoro/requirements.txt::flask::add,Flask,3.1.3,2026-04-17T07:43:46Z,NONE,,,False,same
sohamda/aks-store-demo#77::src/ai-service/requirements.txt::fastapi::version_change,fastapi,0.135.3,2026-04-16T07:37:42Z,NONE,,,False,same
sohamda/aks-store-demo#77::src/ai-service/requirements.txt::starlette::add,starlette,0.49.1,2026-04-16T07:37:42Z,NONE,,GHSA-82w8-qh3p-5jfq;GHSA-86qp-5c8j-p5mr;GHSA-jp82-jpqv-5vv3,False,same
sohamda/aks-store-demo#77::src/ai-service/requirements.txt::pytest::version_change,pytest,9.0.3,2026-04-16T07:37:42Z,NONE,,,False,same
sohamda/aks-store-demo#77::src/ai-service/requirements.txt::requests::version_change,requests,2.33.0,2026-04-16T07:37:42Z,NONE,,,False,same
sohamda/aks-store-demo#77::src/ai-service/requirements.txt::pillow::version_change,pillow,12.2.0,2026-04-16T07:37:42Z,P3_DIRECT_KNOWN_VULNERABILITY,,PYSEC-2026-2253;PYSEC-2026-2254;PYSEC-2026-2255,False,FP(P3->NONE)
sohamda/aks-store-demo#77::src/ai-service/requirements.txt::pylint::version_change,pylint,3.3.5,2026-04-16T07:37:42Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::annotated-doc::add,annotated-doc,0.0.4,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::annotated-types::add,annotated-types,0.7.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::anyio::add,anyio,4.13.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::cachecontrol::add,cachecontrol,0.14.4,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::certifi::add,certifi,2026.2.25,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::cffi::add,cffi,2.0.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::charset-normalizer::add,charset-normalizer,3.4.7,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::click::add,click,8.3.2,2026-04-06T14:26:12Z,NONE,,PYSEC-2026-2132,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::colorama::add,colorama,0.4.6,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::cryptography::add,cryptography,46.0.6,2026-04-06T14:26:12Z,P3_DIRECT_KNOWN_VULNERABILITY,,GHSA-537c-gmf6-5ccf;GHSA-p423-j2cm-9vmq;PYSEC-2026-36,False,FP(P3->NONE)
reciclaplus/reciclapp#104::fast_api/requirements.txt::dnspython::add,dnspython,2.8.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::email-validator::add,email-validator,2.3.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::fastapi::version_change,fastapi,0.135.3,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::fastapi-cli::add,fastapi-cli,0.0.24,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::fastapi-cloud-cli::add,fastapi-cloud-cli,0.15.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::fastar::add,fastar,0.9.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::firebase-admin::version_change,firebase-admin,7.3.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-api-core::add,google-api-core,2.30.2,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-api-python-client::version_change,google-api-python-client,2.193.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-auth::add,google-auth,2.49.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-auth-httplib2::add,google-auth-httplib2,0.3.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-auth-oauthlib::version_change,google-auth-oauthlib,1.3.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-cloud-core::add,google-cloud-core,2.5.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-cloud-firestore::add,google-cloud-firestore,2.26.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-cloud-storage::version_change,google-cloud-storage,3.10.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-crc32c::add,google-crc32c,1.8.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::google-resumable-media::add,google-resumable-media,2.8.2,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::googleapis-common-protos::add,googleapis-common-protos,1.74.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::grpcio::add,grpcio,1.80.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::grpcio-status::add,grpcio-status,1.80.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::gunicorn::version_change,gunicorn,25.3.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::h11::add,h11,0.16.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::h2::add,h2,4.3.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::hpack::add,hpack,4.1.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::httpcore::add,httpcore,1.0.9,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::httplib2::add,httplib2,0.31.2,2026-04-06T14:26:12Z,NONE,,PYSEC-2026-3444,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::httptools::add,httptools,0.7.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::httpx::add,httpx,0.28.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::hyperframe::add,hyperframe,6.1.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::idna::add,idna,3.11,2026-04-06T14:26:12Z,NONE,,GHSA-65pc-fj4g-8rjx;PYSEC-2026-215,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::itsdangerous::version_change,itsdangerous,2.2.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::jinja2::add,jinja2,3.1.6,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::markdown-it-py::add,markdown-it-py,4.0.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::markupsafe::add,markupsafe,3.0.3,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::mdurl::add,mdurl,0.1.2,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::msgpack::add,msgpack,1.1.2,2026-04-06T14:26:12Z,NONE,,GHSA-6v7p-g79w-8964,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::numpy::add,numpy,2.4.4,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::oauthlib::add,oauthlib,3.3.1,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::packaging::add,packaging,26.0,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::pandas::version_change,pandas,3.0.2,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::proto-plus::add,proto-plus,1.27.2,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::protobuf::add,protobuf,6.33.6,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::pyasn1::add,pyasn1,0.6.3,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::pyasn1-modules::add,pyasn1-modules,0.4.2,2026-04-06T14:26:12Z,NONE,,,False,same
reciclaplus/reciclapp#104::fast_api/requirements.txt::pycparser::add,pycparser,3.0,2026-04-06T14:26:12Z,NONE,,,False,same
